0 0 0 0.0 MB 0.5 0.0 0.0 0.0
1 0 0 0.0 MF 1 1.0 0.0 3.54e-05
2 0 0 6e-07 MF 1 0.9864075471627056 0.0 3.876e-05
3 0 0 1.44e-06 MF 1 0.9539097119402661 0.0 4.0104e-05
4 0 0 1.176e-06 MF 1 0.907023835724906 0.0 4.06416e-05
5 35 0 0.0 MF 1 1.0 0.0 2.0399999999999998e-05
6 0 0 1.0704e-06 MF 1 0.8496670861765813 0.0 4.205664e-05
7 1 0 0.0 MF 1 1.0 0.0 1.98e-05
8 2 0 0.0 MF 1 1.0 0.0 1.98e-05
9 28 0 0.0 MF 1 1.0 0.0 2.34e-05
10 23 0 0.0 MF 1 1.0 0.0 1.92e-05
11 22 0 0.0 MF 1 1.0 0.0 1.8e-05
12 21 0 0.0 MF 1 1.0 0.0 1.8e-05
13 21 0 6e-07 MF 1 1.0 0.0 2.82e-05
14 22 0 0.0 MF 1 1.0 0.0 2.76e-05
15 22 0 6e-07 MF 1 0.9864075471627056 0.0 3.384e-05
16 22 0 8.4e-07 MF 1 0.9539097119402661 0.0 3.6336e-05
17 21 0 2.4e-07 MF 1 0.9864075471627056 0.0 3.288e-05
18 5 0 0.0 MF 1 1.0 0.0 1.86e-05
19 6 0 0.0 MF 1 1.0 0.0 1.92e-05
20 5 0 6e-07 MF 1 1.0 0.0 2.7839999999999998e-05
21 6 0 6e-07 MF 1 1.0 0.0 2.8679999999999996e-05
22 5 0 8.4e-07 MF 1 0.9864075471627056 0.0 3.3936e-05
23 22 0 9.36e-07 MF 1 0.907023835724906 0.0 3.85344e-05
24 21 0 6.96e-07 MF 1 0.9539097119402661 0.0 4.2551999999999995e-05
25 20 0 0.0 MF 1 1.0 0.0 2.0399999999999998e-05
26 19 0 0.0 MF 1 1.0 0.0 2.0399999999999998e-05
27 20 0 6e-07 MF 1 1.0 0.0 3.336e-05
28 20 0 1.44e-06 MF 1 0.9864075471627056 0.0 3.7344e-05
29 20 0 1.176e-06 MF 1 0.9539097119402661 0.0 4.49376e-05
30 19 0 6e-07 MF 1 1.0 0.0 3.0359999999999997e-05
31 19 0 8.4e-07 MF 1 0.9864075471627056 0.0 3.5544e-05
32 18 1 0.0 MF 1 1.0 0.0 1.92e-05
33 0 0 4.2816e-07 MF 1 0.7839429652810307 0.0 4.1422656e-05
34 1 0 6e-07 MF 1 1.0 0.0 2.9520000000000002e-05
