0 0 0 0.0 MB 0.5 0.0 0.0 0.0
1 0 0 0.0 MF 0.5 0.0 0.0 2.2199999999999998e-05
2 35 0 0.0 MF 0.5 0.0 0.0 8.4e-06
3 35 0 7.2e-06 MB 0.5 0.0 0.0 1.116e-05
4 1 0 0.0 MF 0.5 0.0 0.0 8.4e-06
5 1 0 6e-07 MF 0.5 0.0 0.0 1.236e-05
6 2 0 0.0 MB 0.5 0.0 0.0 1.0199999999999999e-05
7 24 0 0.0 MB 0.5 0.0 0.0 7.8e-06
8 25 0 0.0 MB 0.5 0.0 0.0 7.2e-06
9 24 0 0.0 MF 0.5 0.0 0.0 1.092e-05
10 1 0 8.4e-07 MF 0.5 0.0 0.0 1.5744e-05
11 35 0 6e-07 MF 0.5 0.0 0.0 1.5264e-05
12 0 0 0.0 MB 0.5 0.0 0.0 1.968e-05
13 35 0 1.188e-05 MB 0.5 0.0 0.0 2.23056e-05
14 35 0 5.6352e-05 MB 0.5 0.0 0.0 1.9722240000000002e-05
15 35 0 8.4e-07 MF 0.5 0.0 0.0 2.1688896e-05
16 1 0 1.3199999999999999e-05 MB 0.5 0.0 0.0 1.70976e-05
17 2 0 2.1e-05 MB 0.5 0.0 0.0 1.2479999999999999e-05
18 3 0 0.0 MB 0.5 0.0 0.0 9e-06
19 4 0 0.0 MB 0.5 0.0 0.0 7.8e-06
20 22 0 0.0 MF 0.5 0.0 0.0 7.2e-06
21 22 0 6e-07 MF 0.5 0.0 0.0 1.068e-05
22 5 0 0.0 MF 0.5 0.0 0.0 7.2e-06
23 29 0 0.0 MF 0.5 0.0 0.0 7.2e-06
24 29 0 0.0001032 MB 0.5 0.0 0.0 1.008e-05
25 4 0 6e-07 MF 0.5 0.0 0.0 1.152e-05
26 29 0 0.00015048 MB 0.5 0.0 0.0 1.8432e-05
27 5 0 9.839999999999999e-05 MB 0.5 0.0 0.0 1.488e-05
28 23 0 0.0 MF 0.5 0.0 0.0 8.4e-06
29 4 0 8.159999999999999e-05 MB 0.5 0.0 0.0 9.4008e-05
30 23 0 6e-07 MF 0.5 0.0 0.0 1.176e-05
31 22 0 8.4e-07 MF 0.5 0.0 0.0 1.9272e-05
32 23 0 8.4e-07 MF 0.5 0.0 0.0 1.5504e-05
33 22 0 9.36e-07 MF 0.5 0.0 0.0 1.85088e-05
34 23 0 0.000135 MB 0.5 0.0 0.0 1.82016e-05
35 4 0 8.4e-07 MF 0.5 0.0 0.0 4.90032e-05
36 29 0 6e-07 MF 0.5 0.0 0.0 1.69728e-05
37 29 0 8.4e-07 MF 0.5 0.0 0.0 1.9389120000000002e-05
38 4 0 9.36e-07 MF 0.5 0.0 0.0 3.400128e-05
39 23 0 0.0002304 MB 0.5 0.0 0.0 1.868064e-05
40 23 0 9.36e-07 MF 0.5 0.0 0.0 1.8872256000000002e-05
41 28 0 0.0 MB 0.5 0.0 0.0 8.4e-06
42 3 0 7.74e-05 MB 0.5 0.0 0.0 1.2e-05
43 2 0 6e-07 MF 0.5 0.0 0.0 1.5192e-05
44 24 0 2.2800000000000002e-05 MB 0.5 0.0 0.0 1.6368e-05
45 2 0 8.4e-07 MF 0.5 0.0 0.0 1.80768e-05
46 28 0 6e-07 MF 0.5 0.0 0.0 1.236e-05
47 28 0 8.4e-07 MF 0.5 0.0 0.0 1.8744000000000002e-05
48 23 0 0.00035076 MB 0.5 0.0 0.0 2.91489024e-05
49 28 0 0.00024 MB 0.5 0.0 0.0 2.06976e-05
50 28 0 0.0003912 MB 0.5 0.0 0.0 2.0279040000000003e-05
51 3 0 6e-07 MF 0.5 0.0 0.0 1.74e-05
52 4 0 0.00017423999999999999 MB 0.5 0.0 0.0 2.5000512000000002e-05
53 29 0 0.00019099200000000002 MB 0.5 0.0 0.0 1.9155648e-05
54 30 0 0.0 MF 0.5 0.0 0.0 7.2e-06
55 31 0 0.0 MF 0.5 0.0 0.0 6.5999999999999995e-06
56 30 0 6e-07 MF 0.5 0.0 0.0 9.479999999999999e-06
