0 0 0 0.0 MB 0.5 0.0 0.0 0.0
1 0 0 0.0 MB 1 0.0 1.0 3.78e-05
2 35 0 0.0 MB 1 0.0 1.0 2.0399999999999998e-05
3 0 0 3.6e-06 MB 1 0.0 0.9875660181391385 4.092e-05
4 0 0 1.104e-05 MB 1 0.0 0.9585624300046883 4.2168e-05
5 0 0 1.8216e-05 MB 1 0.0 0.9179975757600642 4.20672e-05
6 35 0 6.5999999999999995e-06 MB 1 0.0 1.0 3.156e-05
7 35 0 2.0039999999999998e-05 MB 1 0.0 0.9875660181391385 3.7824e-05
8 1 0 0.0 MB 1 0.0 1.0 2.16e-05
9 35 0 2.8415999999999997e-05 MB 1 0.0 0.9585624300046881 3.97296e-05
10 24 0 0.0 MB 1 0.0 1.0 1.86e-05
11 25 0 0.0 MB 1 0.0 1.0 1.98e-05
12 3 0 0.0 MB 1 0.0 1.0 1.92e-05
13 26 0 0.0 MB 1 0.0 1.0 1.92e-05
14 3 0 4.0799999999999996e-05 MB 1 0.0 1.0 2.9279999999999997e-05
15 2 0 0.0 MB 1 0.0 1.0 1.92e-05
16 24 0 3.3e-05 MB 1 0.0 1.0 2.904e-05
17 35 0 3.9566399999999994e-05 MB 1 0.0 0.9179975757600641 3.9891840000000006e-05
18 0 0 1.44864e-05 MB 1 0.0 0.8851525860924482 4.142688e-05
19 1 0 2.58e-05 MB 1 0.0 1.0 3.0240000000000002e-05
20 2 0 5.46e-05 MB 1 0.0 1.0 2.8679999999999996e-05
21 28 0 0.0 MB 1 0.0 1.0 1.86e-05
22 23 0 0.0 MB 1 0.0 1.0 1.92e-05
23 22 0 0.0 MB 1 0.0 1.0 1.92e-05
24 21 0 0.0 MB 1 0.0 1.0 1.98e-05
25 21 0 0.0001032 MB 1 0.0 1.0 3.132e-05
26 20 0 0.0 MB 1 0.0 1.0 1.86e-05
27 20 0 0.0001152 MB 1 0.0 1.0 2.844e-05
28 19 0 0.0 MB 1 0.0 1.0 1.86e-05
29 18 1 0.0 MB 1 0.0 1.0 1.86e-05
30 32 0 0.0 MB 1 0.0 1.0 1.86e-05
31 32 0 0.0012516 MB 1 0.0 1.0 3.864e-05
32 36 0 0.0 MB 1 0.0 1.0 1.98e-05
33 14 0 0.0 MB 1 0.0 1.0 1.92e-05
34 15 0 0.0 MB 1 0.0 1.0 1.86e-05
35 14 0 0.0001596 MB 1 0.0 1.0 2.988e-05
36 15 0 0.0001668 MB 1 0.0 1.0 2.7839999999999998e-05
37 15 0 0.00025032 MB 1 0.0 0.9875660181391385 3.4535999999999996e-05
38 15 0 0.000290928 MB 1 0.0 0.9585624300046883 3.8414399999999996e-05
39 14 0 0.00024144 MB 1 0.0 0.9875660181391385 3.5351999999999996e-05
40 32 0 0.00064764 MB 1 0.0 0.9875660181391385 3.8856e-05
41 32 0 0.000475656 MB 1 0.0 0.9585624300046883 4.01424e-05
42 32 0 0.0004218624 MB 1 0.0 0.9179975757600642 4.485696e-05
43 14 0 0.000298176 MB 1 0.0 0.9585624300046883 3.81408e-05
44 12 0 0.0 MB 1 0.0 1.0 1.86e-05
45 14 0 0.0003586704 MB 1 0.0 0.9179975757600641 3.925632e-05
46 15 0 0.00031257119999999995 MB 1 0.0 0.9179975757600642 3.876576e-05
